date,tempActual,tempIdeal,heaterStatus,fanStatus,opStatus
Sat Nov 21 2020 20:52:05 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:08 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:11 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:15 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:18 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:21 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:52:25 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:28 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:31 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:52:34 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:38 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:41 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:44 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:52:48 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:52:51 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:52:54 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:52:58 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:01 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:04 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:53:07 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:11 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:14 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:53:17 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:53:21 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:53:24 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:27 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:31 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:34 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:37 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:40 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:53:44 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:47 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:56 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:53:59 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:54:02 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:54:05 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:54:09 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:54:16 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:54:19 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:54:23 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:54:26 GMT-0600 (hora estándar central),18.31,18,0,0,1
Sat Nov 21 2020 20:54:54 GMT-0600 (hora estándar central),18.31,18,1,0,1
Sat Nov 21 2020 20:55:08 GMT-0600 (hora estándar central),18.25,18.00,0,0,0
Sat Nov 21 2020 20:55:11 GMT-0600 (hora estándar central),18.25,18,0,0,1
Sat Nov 21 2020 20:55:11 GMT-0600 (hora estándar central),18.31,18.00,0,0,0
Sat Nov 21 2020 20:55:15 GMT-0600 (hora estándar central),18.31,18.00,0,0,1
Sat Nov 21 2020 20:55:17 GMT-0600 (hora estándar central),18.31,18,0,1,1
Sat Nov 21 2020 20:55:18 GMT-0600 (hora estándar central),18.31,18.00,0,0,1
Sat Nov 21 2020 20:55:21 GMT-0600 (hora estándar central),18.38,18.00,0,1,1
Sat Nov 21 2020 20:55:25 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:55:28 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:55:31 GMT-0600 (hora estándar central),18.38,18.00,0,1,1
Sat Nov 21 2020 20:55:35 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:55:38 GMT-0600 (hora estándar central),18.38,18.00,0,1,1
Sat Nov 21 2020 20:55:41 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:55:44 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:55:48 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:55:51 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:55:54 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:55:58 GMT-0600 (hora estándar central),18.38,18.00,0,1,1
Sat Nov 21 2020 20:56:00 GMT-0600 (hora estándar central),18.38,18,0,0,1
Sat Nov 21 2020 20:56:01 GMT-0600 (hora estándar central),18.31,18.00,0,1,1
Sat Nov 21 2020 20:56:04 GMT-0600 (hora estándar central),18.31,18.00,0,0,1
Sat Nov 21 2020 20:56:06 GMT-0600 (hora estándar central),18.31,18,1,0,1
Sat Nov 21 2020 20:56:08 GMT-0600 (hora estándar central),18.31,18.00,1,0,1
Sat Nov 21 2020 20:56:11 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:56:14 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:56:17 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:56:21 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:56:24 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:56:27 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:56:31 GMT-0600 (hora estándar central),18.44,18.00,1,0,1
Sat Nov 21 2020 20:56:34 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:56:37 GMT-0600 (hora estándar central),18.31,18.00,1,0,1
Sat Nov 21 2020 20:56:41 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:56:44 GMT-0600 (hora estándar central),18.31,18.00,1,0,1
Sat Nov 21 2020 20:56:47 GMT-0600 (hora estándar central),18.31,18.00,1,0,1
Sat Nov 21 2020 20:58:01 GMT-0600 (hora estándar central),18.38,18.00,0,0,0
Sat Nov 21 2020 20:58:05 GMT-0600 (hora estándar central),18.38,18.00,0,0,0
Sat Nov 21 2020 20:58:08 GMT-0600 (hora estándar central),18.44,18.00,0,0,0
Sat Nov 21 2020 20:58:10 GMT-0600 (hora estándar central),18.44,18,0,0,1
Sat Nov 21 2020 20:58:11 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:58:11 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:58:13 GMT-0600 (hora estándar central),18.44,18,0,1,1
Sat Nov 21 2020 20:58:14 GMT-0600 (hora estándar central),18.44,18.00,0,1,1
Sat Nov 21 2020 20:58:15 GMT-0600 (hora estándar central),18.44,18.00,0,1,1
Sat Nov 21 2020 20:58:18 GMT-0600 (hora estándar central),18.38,18.00,0,1,1
Sat Nov 21 2020 20:58:19 GMT-0600 (hora estándar central),18.38,18,0,0,1
Sat Nov 21 2020 20:58:20 GMT-0600 (hora estándar central),18.38,18.00,0,0,1
Sat Nov 21 2020 20:58:21 GMT-0600 (hora estándar central),18.38,18.00,0,0,1
Sat Nov 21 2020 20:58:23 GMT-0600 (hora estándar central),18.38,18,1,0,1
Sat Nov 21 2020 20:58:24 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:58:25 GMT-0600 (hora estándar central),18.38,18.00,1,0,1
Sat Nov 21 2020 20:58:28 GMT-0600 (hora estándar central),18.44,18.00,1,0,1
Sat Nov 21 2020 20:58:29 GMT-0600 (hora estándar central),18.44,18,0,0,1
Sat Nov 21 2020 20:58:30 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:58:31 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:58:34 GMT-0600 (hora estándar central),18.38,18.00,0,0,1
Sat Nov 21 2020 20:58:38 GMT-0600 (hora estándar central),18.38,18.00,0,0,1
Sat Nov 21 2020 20:58:41 GMT-0600 (hora estándar central),18.38,18.00,0,0,1
Sat Nov 21 2020 20:58:44 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:58:48 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:58:51 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:58:54 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:58:58 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:01 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:04 GMT-0600 (hora estándar central),18.38,18.00,0,0,1
Sat Nov 21 2020 20:59:07 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:11 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:14 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:17 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:21 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:24 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:27 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:31 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:34 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:37 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:40 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 20:59:44 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:47 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:50 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:54 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 20:59:57 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 21:00:00 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:04 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:07 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:10 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:13 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:17 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:20 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 21:00:23 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 21:00:27 GMT-0600 (hora estándar central),18.44,18.00,0,0,1
Sat Nov 21 2020 21:00:30 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:33 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:37 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:40 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:43 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:46 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:50 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:53 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:00:56 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:00 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:03 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:06 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:01:09 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:13 GMT-0600 (hora estándar central),18.63,18.00,0,0,1
Sat Nov 21 2020 21:01:16 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:01:19 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:23 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:26 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:29 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:33 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:36 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:39 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:01:43 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:46 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:49 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:52 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:01:56 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:01:59 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:02 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:06 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:09 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:02:12 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:15 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:19 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:22 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:25 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:29 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:32 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:02:35 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:39 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:42 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:02:45 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:02:48 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:02:52 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:02:55 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:02:58 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:02 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:05 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:08 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:03:12 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:15 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:18 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:21 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:25 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:28 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:31 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:32 GMT-0600 (hora estándar central),18.56,17,0,0,1
Sat Nov 21 2020 21:03:33 GMT-0600 (hora estándar central),18.56,17.00,0,0,1
Sat Nov 21 2020 21:03:35 GMT-0600 (hora estándar central),18.56,17.00,0,0,1
Sat Nov 21 2020 21:03:37 GMT-0600 (hora estándar central),18.56,18,0,0,1
Sat Nov 21 2020 21:03:38 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:38 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:40 GMT-0600 (hora estándar central),18.56,19,0,0,1
Sat Nov 21 2020 21:03:41 GMT-0600 (hora estándar central),18.56,20,0,0,1
Sat Nov 21 2020 21:03:41 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:42 GMT-0600 (hora estándar central),18.56,17,0,0,1
Sat Nov 21 2020 21:03:42 GMT-0600 (hora estándar central),18.56,16,0,0,1
Sat Nov 21 2020 21:03:43 GMT-0600 (hora estándar central),18.56,19.00,0,0,1
Sat Nov 21 2020 21:03:45 GMT-0600 (hora estándar central),18.56,19.00,0,0,1
Sat Nov 21 2020 21:03:46 GMT-0600 (hora estándar central),18.56,18,0,0,1
Sat Nov 21 2020 21:03:47 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:48 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:51 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:54 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:03:58 GMT-0600 (hora estándar central),18.50,18.00,0,0,1
Sat Nov 21 2020 21:04:01 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:04:04 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:04:08 GMT-0600 (hora estándar central),18.63,18.00,0,0,1
Sat Nov 21 2020 21:04:11 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:04:14 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:04:18 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:04:20 GMT-0600 (hora estándar central),18.56,18,0,0,0
Sat Nov 21 2020 21:04:21 GMT-0600 (hora estándar central),18.56,18.00,0,0,1
Sat Nov 21 2020 21:04:21 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:24 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:27 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:31 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:34 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:37 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:41 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:44 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:47 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:04:51 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:54 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:57 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:00 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:04 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:07 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:10 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:14 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:17 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:20 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:24 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:27 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:30 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:33 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:37 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:40 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:43 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:47 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:50 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:53 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:56 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:06:00 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:06:02 GMT-0600 (hora estándar central),18.56,19,0,0,0
Sat Nov 21 2020 21:06:03 GMT-0600 (hora estándar central),18.56,19.00,0,0,0
Sat Nov 21 2020 21:06:03 GMT-0600 (hora estándar central),18.56,19.00,0,0,0
Sat Nov 21 2020 21:06:06 GMT-0600 (hora estándar central),18.63,19.00,1,0,0
Sat Nov 21 2020 21:06:10 GMT-0600 (hora estándar central),18.63,19.00,1,0,0
Sat Nov 21 2020 21:06:13 GMT-0600 (hora estándar central),18.63,19.00,1,0,0
Sat Nov 21 2020 21:06:14 GMT-0600 (hora estándar central),18.63,18,1,0,0
Sat Nov 21 2020 21:06:15 GMT-0600 (hora estándar central),18.63,18.00,1,0,0
Sat Nov 21 2020 21:06:16 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:06:20 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:06:22 GMT-0600 (hora estándar central),18.56,17,0,0,0
Sat Nov 21 2020 21:06:23 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:06:23 GMT-0600 (hora estándar central),18.56,17.00,0,0,0
Sat Nov 21 2020 21:06:26 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:06:29 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:06:33 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:06:36 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:06:39 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:06:43 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:06:45 GMT-0600 (hora estándar central),18.56,17,0,1,1
Sat Nov 21 2020 21:06:46 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:06:46 GMT-0600 (hora estándar central),18.56,17.00,0,1,1
Sat Nov 21 2020 21:06:49 GMT-0600 (hora estándar central),18.63,17.00,0,1,1
Sat Nov 21 2020 21:06:50 GMT-0600 (hora estándar central),18.63,17,0,0,1
Sat Nov 21 2020 21:06:51 GMT-0600 (hora estándar central),18.63,17.00,0,0,1
Sat Nov 21 2020 21:06:53 GMT-0600 (hora estándar central),18.63,17.00,0,0,1
Sat Nov 21 2020 21:06:55 GMT-0600 (hora estándar central),18.63,17,1,0,1
Sat Nov 21 2020 21:06:56 GMT-0600 (hora estándar central),18.63,17.00,0,0,1
Sat Nov 21 2020 21:06:57 GMT-0600 (hora estándar central),18.63,17.00,1,0,1
Sat Nov 21 2020 21:06:59 GMT-0600 (hora estándar central),18.63,17,1,1,1
Sat Nov 21 2020 21:06:59 GMT-0600 (hora estándar central),18.63,17.00,1,0,1
Sat Nov 21 2020 21:07:00 GMT-0600 (hora estándar central),18.63,17.00,1,1,1
Sat Nov 21 2020 21:07:02 GMT-0600 (hora estándar central),18.63,17.00,1,1,1
Sat Nov 21 2020 21:07:04 GMT-0600 (hora estándar central),18.63,17,1,1,0
Sat Nov 21 2020 21:07:06 GMT-0600 (hora estándar central),18.63,17.00,1,1,0
Sat Nov 21 2020 21:07:06 GMT-0600 (hora estándar central),18.63,17.00,1,1,0
Sat Nov 21 2020 21:07:09 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:12 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:07:16 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:19 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:22 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:07:26 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:07:29 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:32 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:35 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:39 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:42 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:07:45 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:49 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:52 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:55 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:59 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
